conversation_id,customer_message,intent
CONV-01002,I’m contacting support because I need the specifications before I decide whether to buy it. This is my first time dealing with this issue. Please let me know.,product_information
CONV-02207,I’m contacting support because Could you explain the return process for this purchase? I haven't changed anything on my account. Can you check?,return_request
CONV-04846,I’m contacting support because I'd like to withdraw this purchase if it hasn't shipped.,order_cancellation
CONV-02747,"I wanted to check whether I have tried several times, but the transaction won't go through. I haven't changed anything on my account.",payment_failure
CONV-01816,I need some help. Can you help me cancel my recent order? I haven't changed anything on my account. Thank you.,order_cancellation
CONV-00119,I’m checking on ORD-100240. Could you tell me its current status?,order_status
CONV-02050,"Hi, How can I prevent the plan from renewing? I placed the order earlier today. I’d like to resolve this today.",subscription_cancel
CONV-00916,Could you help me? I was sent the wrong model. I placed the order earlier today. Any guidance would be helpful.,wrong_item
CONV-02520,I wanted to check whether I need to create a new password because I can't remember mine. This is my first time dealing with this issue. Can you check?,password_reset
CONV-01173,I’m contacting support because Could you explain the return process for this purchase? I haven't changed anything on my account. Please let me know.,refund_status
CONV-01720,I’m contacting support because Why was my subscription charged this month? I haven't changed anything on my account. Can you check?,subscription_billing
CONV-02725,Please advise: My package contains a different product. I noticed this while reviewing my recent activity. I'd appreciate your help.,wrong_item
CONV-02193,Could you help me? My payment is being declined at checkout. I noticed this while reviewing my recent activity. Any guidance would be helpful.,payment_failure
CONV-02066,Quick question: I think I was charged more than once for a single checkout. I noticed this while reviewing my recent activity. I’d like to resolve this today.,duplicate_charge
CONV-02027,Just checking — What exactly is included with this item? I’m trying to sort this out before the end of the day. Any guidance would be helpful.,product_information
CONV-00605,I wanted to check whether Can you tell me more about this product's features? I haven't changed anything on my account.,product_information
CONV-01259,I’m contacting support because Why was my subscription charged this month? I haven't changed anything on my account. Please let me know.,subscription_billing
CONV-01089,I need some help. The discount isn't being applied even though I entered the code. Can you check?,promo_code
CONV-00861,Please advise: I received a security alert for an unfamiliar sign-in. I’m trying to sort this out before the end of the day. I’d like to resolve this today.,account_security
CONV-01018,"Hello, Can you show me the latest tracking update for my shipment? This is my first time dealing with this issue.",delivery_tracking
CONV-00952,Could you explain the available options for this product?,product_information
CONV-03250,Could you help me? My account suddenly won't let me log in. I’m trying to sort this out before the end of the day. I'd appreciate your help.,account_access
CONV-02699,Just checking — Why does the payment fail whenever I try to complete the order? I placed the order earlier today. I'd appreciate your help.,payment_failure
CONV-02142,I wanted to check whether I need to redirect this package to another address. I haven't changed anything on my account. Thank you.,address_change
CONV-01010,"Hi, I can't sign in to my account. I placed the order earlier today. I’d like to resolve this today.",account_access
CONV-04361,Quick question: I need to create a new password because I can't remember mine. I noticed this while reviewing my recent activity. I'd appreciate your help.,password_reset
CONV-03330,Quick question: I think I was charged more than once for a single checkout. I placed the order earlier today. Any guidance would be helpful.,duplicate_charge
CONV-00867,Just checking — I changed my mind and would like to send the item back. I’m trying to sort this out before the end of the day. I’d like to resolve this today.,order_cancellation
CONV-03386,I wanted to check whether Can you tell me more about this product's features? This is my first time dealing with this issue. Please let me know.,product_information
CONV-01909,I wanted to check whether The promotional code says it is invalid. This is my first time dealing with this issue.,promo_code
CONV-00372,Quick question: I need to redirect this package to another address. I noticed this while reviewing my recent activity. I’d like to resolve this today.,address_change
CONV-02774,Please advise: I can't finish the purchase because the payment isn't accepted. I placed the order earlier today. Thanks.,payment_failure
CONV-04094,"Hi, Checkout keeps rejecting my payment. I placed the order earlier today. I'd appreciate your help.",payment_failure
CONV-02421,My account suddenly won't let me log in. I haven't changed anything on my account. Can you check?,account_access
CONV-04323,Please advise: My package contains a different product. I’m trying to sort this out before the end of the day. I'd appreciate your help.,wrong_item
CONV-00663,Please advise: I entered the wrong delivery address. Can it be corrected? I placed the order earlier today. I’d like to resolve this today.,address_change
CONV-01046,I need some help. It looks like I was billed twice for ORD-101666. I haven't changed anything on my account.,duplicate_charge
CONV-04130,Please advise: My parcel is 5 days late. Can you investigate? I noticed this while reviewing my recent activity. Thanks.,delivery_delay
CONV-02697,"Hi, How do I change the address attached to my order? I noticed this while reviewing my recent activity. Thanks.",address_change
CONV-01683,"Hello, Does this product come with the accessories shown? Can you check?",product_information
CONV-03721,"Hi, ORD-100400 was due on Monday, but it still hasn't arrived. I placed the order earlier today. I'd appreciate your help.",delivery_delay
CONV-01938,Just checking — I changed my mind and would like to send the item back. I placed the order earlier today. Thanks.,return_request
CONV-02169,Could you help me? Could you explain the available options for this product? I’m trying to sort this out before the end of the day. Thanks.,product_information
CONV-04663,"Hi, I see two charges for the same purchase. I placed the order earlier today. I’d like to resolve this today.",duplicate_charge
CONV-03746,Quick question: I need to redirect this package to another address. I placed the order earlier today. I'd appreciate your help.,address_change
CONV-00755,"Hi, How can I prevent the plan from renewing? I’m trying to sort this out before the end of the day. I'd appreciate your help.",subscription_cancel
CONV-01554,I wanted to check whether The promised delivery window is over for ORD-100319. This is my first time dealing with this issue. Can you check?,delivery_delay
CONV-01706,I need some help. It looks like I was billed twice for ORD-101586. This is my first time dealing with this issue.,duplicate_charge
CONV-01745,I’m contacting support because Checkout keeps rejecting my payment. This is my first time dealing with this issue. Can you check?,payment_failure
CONV-02228,I’m contacting support because I'd like to withdraw this purchase if it hasn't shipped. This is my first time dealing with this issue. Thank you.,order_cancellation
CONV-01676,"Hello, Why are there duplicate transactions for one order? Please let me know.",duplicate_charge
CONV-00343,I need some help. Why does the payment fail whenever I try to complete the order? This is my first time dealing with this issue. Please let me know.,payment_failure
CONV-01425,"Hello, My discount code isn't working.",promo_code
CONV-02484,Please advise: Can you cancel ORD-101850 for me? I noticed this while reviewing my recent activity. I'd appreciate your help.,order_cancellation
CONV-00308,Just checking — The login page won't let me access my account. I placed the order earlier today. I’d like to resolve this today.,account_access
CONV-01197,I’m contacting support because Roughly how long will delivery take? This is my first time dealing with this issue. Can you check?,delivery_estimate
CONV-01675,I’m contacting support because I can't sign in to my account. This is my first time dealing with this issue. Thank you.,account_access
CONV-00441,Quick question: I need to redirect this package to another address. I noticed this while reviewing my recent activity. Thanks.,address_change
CONV-04960,I wanted to check whether The delivered item doesn't match my order. This is my first time dealing with this issue.,wrong_item
CONV-04220,"Hello, My discount code isn't working. I haven't changed anything on my account.",promo_code
CONV-00680,Please advise: I forgot my password. How can I reset it? I placed the order earlier today. Any guidance would be helpful.,password_reset
CONV-02408,"Hi, I'd like to withdraw this purchase if it hasn't shipped. I noticed this while reviewing my recent activity. I'd appreciate your help.",order_cancellation
CONV-02160,"Could you help me? I expected this shipment already, but it hasn't turned up. I placed the order earlier today. I’d like to resolve this today.",delivery_delay
CONV-03838,Quick question: The promised delivery window is over for ORD-100454. I placed the order earlier today. Any guidance would be helpful.,delivery_delay
CONV-01700,Just checking — Can you help me cancel my recent order? I noticed this while reviewing my recent activity. Thanks.,order_cancellation
CONV-02558,Just checking — Can you explain the latest recurring charge? I noticed this while reviewing my recent activity. Thanks.,subscription_billing
CONV-02683,Quick question: I need to create a new password because I can't remember mine. I’m trying to sort this out before the end of the day. I'd appreciate your help.,password_reset
CONV-01289,"Hi, Roughly how long will delivery take? I noticed this while reviewing my recent activity. I'd appreciate your help.",delivery_estimate
CONV-00502,"Hello, Could you help me end my recurring plan? This is my first time dealing with this issue. Please let me know.",subscription_cancel
CONV-04175,Could you help me? Please update the destination before the order ships. I placed the order earlier today. I'd appreciate your help.,address_change
CONV-03671,I wanted to check whether I keep getting rejected when I try to sign in. This is my first time dealing with this issue.,account_access
CONV-04985,I wanted to check whether I noticed a login I don't recognize. This is my first time dealing with this issue. Thank you.,account_security
CONV-00307,I need some help. What exactly is included with this item? Please let me know.,product_information
CONV-03905,I need some help. There are changes in my profile that I didn't make. I haven't changed anything on my account. Thank you.,account_security
CONV-01423,What is the estimated delivery date for my package? This is my first time dealing with this issue. Thank you.,delivery_estimate
CONV-03343,I’m contacting support because Could you explain the return process for this purchase? This is my first time dealing with this issue. Please let me know.,return_request
CONV-03604,I want to cancel my subscription. I haven't changed anything on my account. Can you check?,subscription_cancel
CONV-04572,"Hi, Why was my subscription charged this month? I’m trying to sort this out before the end of the day. I’d like to resolve this today.",subscription_billing
CONV-02635,"Hello, Can you cancel ORD-101795 for me? This is my first time dealing with this issue. Please let me know.",order_cancellation
CONV-03576,Just checking — Part of ORD-102553 was not included in the delivery. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,missing_item
CONV-02902,Please advise: My parcel is 3 days late. Can you investigate? I’m trying to sort this out before the end of the day. I’d like to resolve this today.,delivery_delay
CONV-01365,The same purchase appears twice on my card statement. I haven't changed anything on my account.,duplicate_charge
CONV-01526,Please advise: I'm still waiting for the money from my return. Can you check? I noticed this while reviewing my recent activity. Any guidance would be helpful.,refund_status
CONV-01133,"Hello, When should ORD-100650 arrive? I haven't changed anything on my account. Can you check?",delivery_estimate
CONV-01283,"Hello, Does this product come with the accessories shown?",product_information
CONV-04196,Please advise: I can't finish the purchase because the payment isn't accepted. I placed the order earlier today. Any guidance would be helpful.,payment_failure
CONV-01713,Something about my account activity looks suspicious. This is my first time dealing with this issue. Please let me know.,account_security
CONV-04091,Could you help me? Please update the destination before the order ships. I placed the order earlier today. I’d like to resolve this today.,address_change
CONV-00498,"Hello, My parcel is 4 days late. Can you investigate? This is my first time dealing with this issue. Can you check?",delivery_delay
CONV-01332,"Hi, My multi-item order is incomplete. I noticed this while reviewing my recent activity. I’d like to resolve this today.",missing_item
CONV-01374,"Hi, How can I prevent the plan from renewing? I noticed this while reviewing my recent activity. I'd appreciate your help.",subscription_cancel
CONV-00868,"Hello, I'm locked out of my account and need access. This is my first time dealing with this issue. Can you check?",account_access
CONV-00146,I’m contacting support because Where can I request a password reset? I haven't changed anything on my account. Thank you.,password_reset
CONV-03681,Just checking — Can you explain the latest recurring charge? I’m trying to sort this out before the end of the day. I'd appreciate your help.,subscription_billing
CONV-02338,I wanted to check whether The promotional code says it is invalid. I haven't changed anything on my account.,promo_code
CONV-00968,Could you help me? My payment is being declined at checkout. I noticed this while reviewing my recent activity. I'd appreciate your help.,payment_failure
CONV-02869,"I wanted to check whether The box arrived, but case wasn't inside.",missing_item
CONV-03726,I wanted to check whether Do you have an update on ORD-100046? I want to know where it stands. I haven't changed anything on my account. Please let me know.,order_status
CONV-01413,"Hi, My multi-item order is incomplete. I’m trying to sort this out before the end of the day. Any guidance would be helpful.",missing_item
CONV-03288,Please advise: Why are there duplicate transactions for one order? I’m trying to sort this out before the end of the day. I'd appreciate your help.,duplicate_charge
CONV-01518,Just checking — Why does the payment fail whenever I try to complete the order? I noticed this while reviewing my recent activity. I’d like to resolve this today.,payment_failure
CONV-03077,I’m contacting support because Checkout keeps rejecting my payment. I haven't changed anything on my account. Can you check?,payment_failure
CONV-04603,Just checking — It looks like I was billed twice for ORD-101631. I placed the order earlier today. I'd appreciate your help.,duplicate_charge
CONV-00653,Could you explain the available options for this product? Please let me know.,product_information
CONV-00163,I’m contacting support because Could you explain the return process for this purchase? I haven't changed anything on my account.,return_request
CONV-02197,Please advise: I'm still waiting for the money from my return. Can you check? I’m trying to sort this out before the end of the day. Thanks.,refund_status
CONV-00385,I need some help. Why does the payment fail whenever I try to complete the order? This is my first time dealing with this issue. Can you check?,payment_failure
CONV-02485,"Hello, My parcel is 4 days late. Can you investigate? This is my first time dealing with this issue. Can you check?",delivery_delay
CONV-01327,"Could you help me? I expected this shipment already, but it hasn't turned up. I’m trying to sort this out before the end of the day. I'd appreciate your help.",delivery_delay
CONV-00430,I’m contacting support because Roughly how long will delivery take? Can you check?,delivery_estimate
CONV-01298,Just checking — There is visible damage on the item I received. I’m trying to sort this out before the end of the day. I’d like to resolve this today.,damaged_item
CONV-03419,My payment is being declined at checkout. I haven't changed anything on my account. Thank you.,payment_failure
CONV-01093,"Could you help me? I expected this shipment already, but it hasn't turned up. I noticed this while reviewing my recent activity. Any guidance would be helpful.",delivery_delay
CONV-03544,Could you help me? My payment is being declined at checkout. I placed the order earlier today. Any guidance would be helpful.,payment_failure
CONV-02866,I wanted to check whether I noticed a login I don't recognize. Thank you.,account_security
CONV-03827,Please advise: Would you mind checking the latest status of ORD-100129? I noticed this while reviewing my recent activity. I’d like to resolve this today.,order_status
CONV-03729,Please update the destination before the order ships. This is my first time dealing with this issue.,address_change
CONV-00995,Just checking — The discount isn't being applied even though I entered the code. I’m trying to sort this out before the end of the day. I'd appreciate your help.,promo_code
CONV-04305,I need some help. It looks like I was billed twice for ORD-101646. This is my first time dealing with this issue. Can you check?,duplicate_charge
CONV-03743,I need some help. Can you help me cancel my recent order? Thank you.,order_cancellation
CONV-00352,Just checking — I don't want the subscription to continue after this billing period. I noticed this while reviewing my recent activity. I’d like to resolve this today.,subscription_cancel
CONV-02158,"Hello, What steps do I need to follow to return this product? This is my first time dealing with this issue. Thank you.",return_request
CONV-01159,Could you help me? Has the courier scanned ORD-104962 yet? I’m trying to sort this out before the end of the day. I’d like to resolve this today.,delivery_tracking
CONV-03484,My account suddenly won't let me log in. Please let me know.,account_access
CONV-01469,I’m checking on ORD-100030. Could you tell me its current status? Please let me know.,order_status
CONV-03734,I wanted to check whether I need to redirect this package to another address. I haven't changed anything on my account. Please let me know.,address_change
CONV-01288,Please advise: When should ORD-100615 arrive? I placed the order earlier today. I’d like to resolve this today.,delivery_estimate
CONV-00349,Please advise: The product has a crack that wasn't shown in the listing. I’m trying to sort this out before the end of the day. I'd appreciate your help.,damaged_item
CONV-04016,Please advise: I forgot my password. How can I reset it? I placed the order earlier today. Any guidance would be helpful.,password_reset
CONV-02685,"Quick question: The item was returned, but I haven't received the refund. I noticed this while reviewing my recent activity. I’d like to resolve this today.",refund_status
CONV-04032,I need some help. Can you help me cancel my recent order? This is my first time dealing with this issue. Thank you.,order_cancellation
CONV-02781,Just checking — I don't want the subscription to continue after this billing period. I placed the order earlier today. Any guidance would be helpful.,subscription_cancel
CONV-04544,Quick question: I noticed a login I don't recognize. I noticed this while reviewing my recent activity. I’d like to resolve this today.,account_security
CONV-03530,I’m contacting support because I see two charges for the same purchase. Please let me know.,duplicate_charge
CONV-04976,I wanted to check whether I want to return ORD-100975. How do I start? Please let me know.,return_request
CONV-01742,Quick question: I have a question about the charge on my recurring plan. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,subscription_billing
CONV-00303,Please advise: I forgot my password. How can I reset it? I noticed this while reviewing my recent activity. I'd appreciate your help.,password_reset
CONV-00364,I’m contacting support because I opened the package and found the product broken. Can you check?,damaged_item
CONV-01356,Please advise: I don't recognize the amount billed for my membership. I placed the order earlier today. Thanks.,subscription_billing
CONV-04112,Quick question: I need to redirect this package to another address. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,address_change
CONV-00612,I’m contacting support because I need the specifications before I decide whether to buy it.,product_information
CONV-04709,Quick question: I want to return ORD-100980. How do I start? I placed the order earlier today. Any guidance would be helpful.,return_request
CONV-00772,"Quick question: The item was returned, but I haven't received the refund. I’m trying to sort this out before the end of the day. I’d like to resolve this today.",refund_status
CONV-01624,I’m contacting support because When should the refund appear in my account? This is my first time dealing with this issue. Please let me know.,refund_status
CONV-04730,I wanted to check whether I want to return ORD-100815. How do I start? This is my first time dealing with this issue. Please let me know.,return_request
CONV-04053,Could you help me? What is the estimated delivery date for my package? I noticed this while reviewing my recent activity. Thanks.,delivery_estimate
CONV-00214,I wanted to check whether The delivered item doesn't match my order. This is my first time dealing with this issue.,wrong_item
CONV-03598,Please advise: I entered the wrong delivery address. Can it be corrected? I’m trying to sort this out before the end of the day. I’d like to resolve this today.,address_change
CONV-00139,Could you help me? Please help me arrange a return. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,return_request
CONV-02147,My payment is being declined at checkout. This is my first time dealing with this issue. Can you check?,payment_failure
CONV-01711,"I wanted to check whether The item was returned, but I haven't received the refund. Please let me know.",refund_status
CONV-02268,Please advise: I'm still waiting for the money from my return. Can you check? I placed the order earlier today. Thanks.,refund_status
CONV-00425,I’m contacting support because I opened the package and found the product broken. Thank you.,damaged_item
CONV-04050,I need some help. I don't want the subscription to continue after this billing period. This is my first time dealing with this issue. Can you check?,subscription_cancel
CONV-01005,Could you help me? My subscription payment was higher than I expected. I noticed this while reviewing my recent activity. I’d like to resolve this today.,subscription_billing
CONV-03139,Could you explain the available options for this product? This is my first time dealing with this issue. Please let me know.,product_information
CONV-02974,I need some help. I placed ORD-100018 recently. What is happening with it? Thank you.,order_status
CONV-02677,I need some help. It looks like I was billed twice for ORD-101676. This is my first time dealing with this issue. Thank you.,duplicate_charge
CONV-03272,"Hi, I see two charges for the same purchase. I noticed this while reviewing my recent activity. I'd appreciate your help.",duplicate_charge
CONV-00724,Just checking — I don't want the subscription to continue after this billing period. I’m trying to sort this out before the end of the day. I’d like to resolve this today.,subscription_cancel
CONV-01767,I need some help. Part of ORD-102518 was not included in the delivery. This is my first time dealing with this issue.,missing_item
CONV-01427,Please advise: What steps do I need to follow to return this product? I noticed this while reviewing my recent activity. Thanks.,return_request
CONV-02325,"Hello, Why are there duplicate transactions for one order? I haven't changed anything on my account.",duplicate_charge
CONV-03461,"Could you help me? My delivery arrived, but the item inside is damaged. I’m trying to sort this out before the end of the day. I’d like to resolve this today.",damaged_item
CONV-00317,I’m contacting support because I'd like to withdraw this purchase if it hasn't shipped. I haven't changed anything on my account. Please let me know.,order_cancellation
CONV-04922,I’m contacting support because Could you tell me the current location or transit stage of my parcel? Thank you.,delivery_tracking
CONV-00361,Please advise: My parcel is 5 days late. Can you investigate? I noticed this while reviewing my recent activity. Any guidance would be helpful.,delivery_delay
CONV-00682,I need some help. I’m planning around the delivery. When is it expected? I haven't changed anything on my account. Please let me know.,delivery_estimate
CONV-03319,I’m contacting support because Where should I enter my promo code? This is my first time dealing with this issue. Can you check?,promo_code
CONV-03658,"Hi, ORD-100250 was due on Monday, but it still hasn't arrived. I placed the order earlier today. Thanks.",delivery_delay
CONV-01004,Please advise: I entered the wrong delivery address. Can it be corrected? I’m trying to sort this out before the end of the day. I'd appreciate your help.,address_change
CONV-03468,Quick question: Please stop my recurring membership. I noticed this while reviewing my recent activity. I’d like to resolve this today.,subscription_cancel
CONV-02737,Can you send me through the password recovery process? I haven't changed anything on my account. Thank you.,password_reset
CONV-01900,"Hello, Why are there duplicate transactions for one order? I haven't changed anything on my account. Please let me know.",duplicate_charge
CONV-03259,Please advise: My discount code isn't working. I placed the order earlier today. Thanks.,promo_code
CONV-00192,Please advise: Could you help me end my recurring plan? I placed the order earlier today. I'd appreciate your help.,subscription_cancel
CONV-00205,I wanted to check whether I noticed a login I don't recognize. This is my first time dealing with this issue.,account_security
CONV-02526,Just checking — There is visible damage on the item I received. I placed the order earlier today. I'd appreciate your help.,damaged_item
CONV-00558,Just checking — Where is ORD-104920 right now? I’m trying to sort this out before the end of the day. Thanks.,delivery_tracking
CONV-02210,"Hello, Can you show me the latest tracking update for my shipment? I haven't changed anything on my account.",delivery_tracking
CONV-01915,I was sent the wrong model. I haven't changed anything on my account. Thank you.,wrong_item
CONV-03613,I need some help. I don't want the subscription to continue after this billing period. Can you check?,subscription_cancel
CONV-02436,Could you help me? I want to cancel my subscription. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,subscription_cancel
CONV-02983,Quick question: Can you give me an ETA for this shipment? I placed the order earlier today. I’d like to resolve this today.,delivery_estimate
CONV-01156,"Hi, I'd like to withdraw this purchase if it hasn't shipped. I placed the order earlier today. I’d like to resolve this today.",order_cancellation
CONV-03227,Just checking — I don't want the subscription to continue after this billing period. I’m trying to sort this out before the end of the day. I’d like to resolve this today.,subscription_cancel
CONV-00596,Just checking — Has the refund for ORD-101025 been issued yet? I noticed this while reviewing my recent activity. I'd appreciate your help.,refund_status
CONV-02427,I’m contacting support because I'd like to withdraw this purchase if it hasn't shipped. I haven't changed anything on my account. Please let me know.,order_cancellation
CONV-00429,Please advise: Can you show me the latest tracking update for my shipment? I placed the order earlier today. Any guidance would be helpful.,delivery_tracking
CONV-01752,Could you explain the available options for this product? Thank you.,product_information
CONV-01798,"Hello, I'm still waiting for the money from my return. Can you check? I haven't changed anything on my account.",refund_status
CONV-00322,I wanted to check whether Please stop my recurring membership. This is my first time dealing with this issue. Thank you.,subscription_cancel
CONV-00797,Could you help me? I’m checking on ORD-100045. Could you tell me its current status? I noticed this while reviewing my recent activity. I'd appreciate your help.,order_status
CONV-04135,I’m contacting support because Why was my subscription charged this month?,subscription_billing
CONV-00747,Please advise: When should ORD-100605 arrive? I’m trying to sort this out before the end of the day. Thanks.,delivery_estimate
CONV-03582,I’m contacting support because Where can I request a password reset? I haven't changed anything on my account. Please let me know.,password_reset
CONV-01758,I wanted to check whether The promised delivery window is over for ORD-100439. This is my first time dealing with this issue. Can you check?,delivery_delay
CONV-03397,I need some help. I changed my mind and would like to send the item back. This is my first time dealing with this issue. Thank you.,return_request
CONV-02294,Quick question: Can you tell me more about this product's features? I’m trying to sort this out before the end of the day. I'd appreciate your help.,product_information
CONV-00828,"Hi, When should the refund appear in my account? I’m trying to sort this out before the end of the day. I'd appreciate your help.",refund_status
CONV-02444,"Hello, I forgot my password. How can I reset it? Please let me know.",password_reset
CONV-00082,Could you help me? Can you send me through the password recovery process? I’m trying to sort this out before the end of the day. I’d like to resolve this today.,password_reset
CONV-03699,I need some help. The delivery date for ORD-100401 has passed and I'm still waiting. Please let me know.,delivery_delay
CONV-04277,I’m contacting support because How do I change the address attached to my order?,address_change
CONV-03383,Quick question: Can you give me an ETA for this shipment? I’m trying to sort this out before the end of the day. Any guidance would be helpful.,delivery_estimate
CONV-00075,Please advise: I'm still waiting for the money from my return. Can you check? I noticed this while reviewing my recent activity. I'd appreciate your help.,refund_status
CONV-03058,Quick question: I want to track the package that was just dispatched. I placed the order earlier today. I’d like to resolve this today.,delivery_tracking
CONV-04629,Could you help me? My payment is being declined at checkout. I placed the order earlier today. Thanks.,payment_failure
CONV-04899,"Quick question: The box arrived, but notebook wasn't inside. I placed the order earlier today. I'd appreciate your help.",missing_item
CONV-03104,My subscription payment was higher than I expected. This is my first time dealing with this issue. Can you check?,subscription_billing
CONV-02973,I need some help. There are changes in my profile that I didn't make. Thank you.,account_security
CONV-03195,I need some help. I’m planning around the delivery. When is it expected? This is my first time dealing with this issue. Please let me know.,delivery_estimate
CONV-00719,"I wanted to check whether I have tried several times, but the transaction won't go through. This is my first time dealing with this issue. Can you check?",payment_failure
CONV-01091,Please advise: My package contains a different product. I noticed this while reviewing my recent activity. I’d like to resolve this today.,wrong_item
CONV-03206,Quick question: I want to return ORD-100970. How do I start? I’m trying to sort this out before the end of the day. I’d like to resolve this today.,return_request
CONV-04172,"Hello, I forgot my password. How can I reset it? This is my first time dealing with this issue. Thank you.",password_reset
CONV-04775,I need some help. It looks like I was billed twice for ORD-101696. I haven't changed anything on my account. Please let me know.,duplicate_charge
CONV-03037,I wanted to check whether I need to create a new password because I can't remember mine. This is my first time dealing with this issue. Thank you.,account_security
CONV-01291,I wanted to check whether The promotional code says it is invalid. I haven't changed anything on my account. Thank you.,promo_code
CONV-04472,Please advise: I can't finish the purchase because the payment isn't accepted. I noticed this while reviewing my recent activity. I’d like to resolve this today.,payment_failure
CONV-02234,Please advise: My package contains a different product. I noticed this while reviewing my recent activity. Thanks.,wrong_item
CONV-03716,"Hi, ORD-100390 was due on Wednesday, but it still hasn't arrived. I’m trying to sort this out before the end of the day. Any guidance would be helpful.",delivery_delay
CONV-02015,I wanted to check whether Can you tell me more about this product's features? Please let me know.,product_information
CONV-03791,Quick question: Please stop ORD-101762 before it is dispatched. I placed the order earlier today. I'd appreciate your help.,order_cancellation
CONV-01764,Quick question: The delivered item doesn't match my order. I noticed this while reviewing my recent activity. I’d like to resolve this today.,wrong_item
CONV-02372,Could you tell me the current status of my refund? This is my first time dealing with this issue.,refund_status
CONV-00884,Quick question: I noticed a login I don't recognize. I noticed this while reviewing my recent activity. Thanks.,account_security
CONV-04453,Has the courier scanned ORD-104807 yet? This is my first time dealing with this issue. Please let me know.,delivery_tracking
CONV-00188,Please advise: I entered the wrong delivery address. Can it be corrected? I noticed this while reviewing my recent activity. Any guidance would be helpful.,address_change
CONV-04255,Could you help me? One product from my order is missing. I’m trying to sort this out before the end of the day. I'd appreciate your help.,missing_item
CONV-04393,What is the estimated delivery date for my package? I haven't changed anything on my account. Please let me know.,delivery_estimate
CONV-00014,Could you help me? Please help me arrange a return. I placed the order earlier today. I’d like to resolve this today.,return_request
CONV-02791,I’m contacting support because Where can I request a password reset? This is my first time dealing with this issue. Thank you.,password_reset
CONV-03818,I’m contacting support because Why was my subscription charged this month? I haven't changed anything on my account. Can you check?,subscription_billing
CONV-03228,Something about my account activity looks suspicious. I haven't changed anything on my account.,account_security
CONV-00585,My payment is being declined at checkout. This is my first time dealing with this issue. Thank you.,payment_failure
CONV-03041,"I’m contacting support because ORD-100275 was due on Tuesday, but it still hasn't arrived.",delivery_delay
CONV-00518,Could you help me? I’m checking on ORD-100095. Could you tell me its current status? I placed the order earlier today. Thanks.,order_status
CONV-02437,Quick question: The item arrived damaged. What should I do? I noticed this while reviewing my recent activity. Any guidance would be helpful.,damaged_item
CONV-03584,"Hello, I can't finish the purchase because the payment isn't accepted. This is my first time dealing with this issue. Please let me know.",payment_failure
CONV-00698,"Hi, Checkout keeps rejecting my payment. I placed the order earlier today. I’d like to resolve this today.",payment_failure
CONV-02161,Just checking — I’m planning around the delivery. When is it expected? I placed the order earlier today. Thanks.,delivery_estimate
CONV-02549,Quick question: I have a question about the charge on my recurring plan. I noticed this while reviewing my recent activity. I'd appreciate your help.,subscription_billing
CONV-02200,I no longer want this order. Is cancellation still possible? Thank you.,order_cancellation
CONV-03154,I was sent the wrong model. I haven't changed anything on my account.,wrong_item
CONV-00704,"Please advise: I received the package, but one of the products is absent. I noticed this while reviewing my recent activity. Thanks.",missing_item
CONV-04857,Could you explain the available options for this product? I haven't changed anything on my account. Thank you.,product_information
CONV-01702,I wanted to check whether I need to redirect this package to another address. I haven't changed anything on my account. Please let me know.,address_change
CONV-03508,Could you help me? Could you tell me the current status of my refund? I’m trying to sort this out before the end of the day. I'd appreciate your help.,refund_status
CONV-01172,I’m contacting support because I can't sign in to my account. This is my first time dealing with this issue.,account_access
CONV-04982,Quick question: I keep getting rejected when I try to sign in. I placed the order earlier today. Thanks.,account_access
CONV-01490,Quick question: Can you give me an ETA for this shipment? I placed the order earlier today. I'd appreciate your help.,delivery_estimate
CONV-04828,I need some help. Can I change the shipping address for ORD-103510? This is my first time dealing with this issue. Can you check?,address_change
CONV-02302,I was sent the wrong model. This is my first time dealing with this issue.,wrong_item
CONV-03967,I’m contacting support because I need the specifications before I decide whether to buy it. This is my first time dealing with this issue. Please let me know.,product_information
CONV-04242,"Hello, My discount code isn't working. This is my first time dealing with this issue. Thank you.",promo_code
CONV-04563,I wanted to check whether I want to return ORD-100825. How do I start?,return_request
CONV-02288,Could you help me? What is the estimated delivery date for my package? I noticed this while reviewing my recent activity. I’d like to resolve this today.,delivery_estimate
CONV-02887,I wanted to check whether The promised delivery window is over for ORD-100349. This is my first time dealing with this issue. Thank you.,delivery_delay
CONV-03829,"Hi, How do I change the address attached to my order? I’m trying to sort this out before the end of the day. Any guidance would be helpful.",address_change
CONV-00586,Can you send me through the password recovery process? Please let me know.,password_reset
CONV-02018,"Hi, I can't sign in to my account. I’m trying to sort this out before the end of the day. I'd appreciate your help.",account_access
CONV-00508,I need some help. I’m planning around the delivery. When is it expected? I haven't changed anything on my account.,delivery_estimate
CONV-04190,I’m contacting support because I opened the package and found the product broken. This is my first time dealing with this issue.,damaged_item
CONV-04043,I’m contacting support because Roughly how long will delivery take? Thank you.,delivery_estimate
CONV-04166,"Hello, My parcel is 6 days late. Can you investigate? I haven't changed anything on my account. Thank you.",delivery_delay
