conversation_id,channel,customer_message,language,synthetic
CONV-02710,mobile_app,"Hello, I received a security alert for an unfamiliar sign-in. I haven't changed anything on my account. Thank you.",en,True
CONV-02711,chat,I need some help. I can't recall my password and need to change it. I haven't changed anything on my account.,en,True
CONV-02712,mobile_app,Just checking — I placed ORD-100243 recently. What is happening with it? I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True
CONV-02713,email,"Hello, I can't finish the purchase because the payment isn't accepted. Can you check?",en,True
CONV-02714,web_form,"Hi, I can't sign in to my account. I’m trying to sort this out before the end of the day. Any guidance would be helpful.",en,True
CONV-02715,mobile_app,Quick question: I need to create a new password because I can't remember mine. I’m trying to sort this out before the end of the day. Thanks.,en,True
CONV-02716,email,"Hello, Could you help me end my recurring plan? I haven't changed anything on my account. Thank you.",en,True
CONV-02717,chat,"Hi, Checkout keeps rejecting my payment. I’m trying to sort this out before the end of the day. Any guidance would be helpful.",en,True
CONV-02718,mobile_app,I need some help. The delivery date for ORD-100261 has passed and I'm still waiting. I haven't changed anything on my account. Thank you.,en,True
CONV-02719,web_form,Quick question: I keep getting rejected when I try to sign in. I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True
CONV-02720,email,Quick question: I think I was charged more than once for a single checkout. I noticed this while reviewing my recent activity. Thanks.,en,True
CONV-02721,email,"Hi, I see two charges for the same purchase. I noticed this while reviewing my recent activity. Any guidance would be helpful.",en,True
CONV-02722,web_form,Could you help me? Has the courier scanned ORD-104792 yet? I placed the order earlier today. Thanks.,en,True
CONV-02723,chat,Could you help me? Please help me arrange a return. I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True
CONV-02724,chat,Could you help me? I no longer want this order. Is cancellation still possible? I’m trying to sort this out before the end of the day. I'd appreciate your help.,en,True
CONV-02725,web_form,Please advise: My package contains a different product. I noticed this while reviewing my recent activity. I'd appreciate your help.,en,True
CONV-02726,web_form,I wanted to check whether The item arrived damaged. What should I do? This is my first time dealing with this issue. Thank you.,en,True
CONV-02727,web_form,"Hi, ORD-100340 was due on Monday, but it still hasn't arrived. I placed the order earlier today. I’d like to resolve this today.",en,True
CONV-02728,web_form,Could you help me? My account suddenly won't let me log in. I placed the order earlier today. Any guidance would be helpful.,en,True
CONV-02729,email,Just checking — It looks like I was billed twice for ORD-101601. I placed the order earlier today. Thanks.,en,True
CONV-02730,email,I want to cancel my subscription. This is my first time dealing with this issue. Please let me know.,en,True
CONV-02731,web_form,Could you explain the available options for this product? This is my first time dealing with this issue.,en,True
CONV-02732,web_form,"Hi, ORD-100480 was due on Wednesday, but it still hasn't arrived. I’m trying to sort this out before the end of the day. I'd appreciate your help.",en,True
CONV-02733,mobile_app,I’m contacting support because I can't sign in to my account. I haven't changed anything on my account.,en,True
CONV-02734,mobile_app,I need some help. The discount isn't being applied even though I entered the code. This is my first time dealing with this issue. Please let me know.,en,True
CONV-02735,chat,I need some help. Can I change the shipping address for ORD-103540? This is my first time dealing with this issue. Thank you.,en,True
CONV-02736,web_form,"Hello, Does this product come with the accessories shown?",en,True
CONV-02737,web_form,Can you send me through the password recovery process? I haven't changed anything on my account. Thank you.,en,True
CONV-02738,chat,Could you help me? I want to cancel my subscription. I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True
CONV-02739,chat,Could you help me? I no longer want this order. Is cancellation still possible? I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True
CONV-02740,mobile_app,I’m contacting support because Where should I enter my promo code? This is my first time dealing with this issue. Please let me know.,en,True
CONV-02741,mobile_app,I wanted to check whether The delivered item doesn't match my order. This is my first time dealing with this issue. Thank you.,en,True
CONV-02742,mobile_app,"Hello, I'm locked out of my account and need access. This is my first time dealing with this issue. Can you check?",en,True
CONV-02743,email,I want to cancel my subscription. This is my first time dealing with this issue. Thank you.,en,True
CONV-02744,chat,I need some help. Can you explain the latest recurring charge?,en,True
CONV-02745,email,Just checking — What exactly is included with this item? I noticed this while reviewing my recent activity. Thanks.,en,True
CONV-02746,mobile_app,"Hi, How do I change the address attached to my order? I noticed this while reviewing my recent activity. I'd appreciate your help.",en,True
CONV-02747,email,"I wanted to check whether I have tried several times, but the transaction won't go through. I haven't changed anything on my account.",en,True
CONV-02748,email,Quick question: I need to create a new password because I can't remember mine. I placed the order earlier today. I’d like to resolve this today.,en,True
CONV-02749,email,"Hi, I need the specifications before I decide whether to buy it. I’m trying to sort this out before the end of the day. Thanks.",en,True
CONV-02750,web_form,I need some help. I can't recall my password and need to change it. I haven't changed anything on my account. Thank you.,en,True
CONV-02751,email,Please advise: Does this product come with the accessories shown? I noticed this while reviewing my recent activity. Thanks.,en,True
CONV-02752,email,"Hello, My parcel is 2 days late. Can you investigate?",en,True
CONV-02753,mobile_app,I wanted to check whether Please stop my recurring membership. This is my first time dealing with this issue. Can you check?,en,True
CONV-02754,mobile_app,Please advise: Does this product come with the accessories shown? I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True
CONV-02755,web_form,I’m contacting support because My multi-item order is incomplete. I haven't changed anything on my account. Can you check?,en,True
CONV-02756,web_form,I wanted to check whether Can you tell me more about this product's features?,en,True
CONV-02757,email,I need some help. Why does the payment fail whenever I try to complete the order?,en,True
CONV-02758,chat,What is the estimated delivery date for my package? I haven't changed anything on my account. Thank you.,en,True
CONV-02759,web_form,I need some help. There is visible damage on the item I received. I haven't changed anything on my account. Please let me know.,en,True
CONV-02760,chat,I wanted to check whether Can you give me an ETA for this shipment? I haven't changed anything on my account. Thank you.,en,True
CONV-02761,web_form,Please advise: I'm locked out of my account and need access. I placed the order earlier today. Any guidance would be helpful.,en,True
CONV-02762,mobile_app,I wanted to check whether The delivered item doesn't match my order. Thank you.,en,True
CONV-02763,email,Could you help me? One product from my order is missing. I placed the order earlier today. Any guidance would be helpful.,en,True
CONV-02764,mobile_app,"Hi, Why was my subscription charged this month? I placed the order earlier today. Thanks.",en,True
CONV-02765,web_form,Please update the destination before the order ships. I haven't changed anything on my account. Can you check?,en,True
CONV-02766,email,I need some help. There are changes in my profile that I didn't make. This is my first time dealing with this issue. Can you check?,en,True
CONV-02767,chat,Can you send me through the password recovery process? Can you check?,en,True
CONV-02768,email,"Hello, Could you help me end my recurring plan? I haven't changed anything on my account. Thank you.",en,True
CONV-02769,chat,One product from my order is missing. This is my first time dealing with this issue. Please let me know.,en,True
CONV-02770,mobile_app,My payment is being declined at checkout. Thank you.,en,True
CONV-02771,mobile_app,My account suddenly won't let me log in.,en,True
CONV-02772,mobile_app,Could you help me? I’m checking on ORD-100115. Could you tell me its current status? I’m trying to sort this out before the end of the day. Any guidance would be helpful.,en,True
CONV-02773,mobile_app,I no longer want this order. Is cancellation still possible? I haven't changed anything on my account.,en,True
CONV-02774,chat,Please advise: I can't finish the purchase because the payment isn't accepted. I placed the order earlier today. Thanks.,en,True
CONV-02775,mobile_app,"Hello, My package contains a different product. I haven't changed anything on my account. Please let me know.",en,True
CONV-02776,chat,Could you tell me the current status of my refund? Can you check?,en,True
CONV-02777,email,"Quick question: The box arrived, but cable wasn't inside. I’m trying to sort this out before the end of the day. Thanks.",en,True
CONV-02778,chat,I’m contacting support because Why was my subscription charged this month? Can you check?,en,True
CONV-02779,email,Please advise: Does this product come with the accessories shown? I’m trying to sort this out before the end of the day. Thanks.,en,True
CONV-02780,email,"Quick question: The item was returned, but I haven't received the refund. I placed the order earlier today. I'd appreciate your help.",en,True
CONV-02781,web_form,Just checking — I don't want the subscription to continue after this billing period. I placed the order earlier today. Any guidance would be helpful.,en,True
CONV-02782,email,"Hi, Can you see what stage ORD-100057 is at right now? I noticed this while reviewing my recent activity. I’d like to resolve this today.",en,True
CONV-02783,chat,I wanted to check whether I have a question about the charge on my recurring plan. I haven't changed anything on my account.,en,True
CONV-02784,web_form,"Hi, Where should I enter my promo code? I noticed this while reviewing my recent activity. I'd appreciate your help.",en,True
CONV-02785,mobile_app,I need some help. Where is ORD-104945 right now? This is my first time dealing with this issue.,en,True
CONV-02786,mobile_app,"Hi, I see two charges for the same purchase. I’m trying to sort this out before the end of the day. I'd appreciate your help.",en,True
CONV-02787,chat,I’m contacting support because I opened the package and found the product broken. This is my first time dealing with this issue. Can you check?,en,True
CONV-02788,email,Quick question: I need to redirect this package to another address. I noticed this while reviewing my recent activity. Thanks.,en,True
CONV-02789,email,I need some help. The item I received isn't the one I ordered.,en,True
CONV-02790,chat,"Hello, I received the package, but one of the products is absent. Please let me know.",en,True
CONV-02791,web_form,I’m contacting support because Where can I request a password reset? This is my first time dealing with this issue. Thank you.,en,True
CONV-02792,web_form,I wanted to check whether I have a question about the charge on my recurring plan. Thank you.,en,True
CONV-02793,mobile_app,Just checking — Can I change the shipping address for ORD-103655? I noticed this while reviewing my recent activity. I'd appreciate your help.,en,True
CONV-02794,mobile_app,Quick question: Can you give me an ETA for this shipment? I’m trying to sort this out before the end of the day. I'd appreciate your help.,en,True
CONV-02795,web_form,Please advise: My discount code isn't working. I’m trying to sort this out before the end of the day. I'd appreciate your help.,en,True
CONV-02796,email,"Quick question: The item was returned, but I haven't received the refund. I placed the order earlier today. I’d like to resolve this today.",en,True
CONV-02797,email,I’m contacting support because Could you tell me the current location or transit stage of my parcel? I haven't changed anything on my account. Please let me know.,en,True
CONV-02798,web_form,"Quick question: I have tried several times, but the transaction won't go through. I’m trying to sort this out before the end of the day. I’d like to resolve this today.",en,True
CONV-02799,mobile_app,I wanted to check whether I want to track the package that was just dispatched.,en,True
CONV-02800,chat,I’m contacting support because Can you see what stage ORD-100072 is at right now?,en,True
CONV-02801,chat,Quick question: Please stop ORD-101922 before it is dispatched. I noticed this while reviewing my recent activity. I'd appreciate your help.,en,True
CONV-02802,email,"Hi, Where can I request a password reset? I placed the order earlier today. I’d like to resolve this today.",en,True
CONV-02803,web_form,Just checking — Can you help me cancel my recent order? I’m trying to sort this out before the end of the day. Thanks.,en,True
CONV-02804,mobile_app,"Hi, Roughly how long will delivery take? I’m trying to sort this out before the end of the day. I’d like to resolve this today.",en,True
CONV-02805,chat,"Hi, Where should I enter my promo code? I noticed this while reviewing my recent activity. Any guidance would be helpful.",en,True
CONV-02806,email,Just checking — Has the refund for ORD-101005 been issued yet? I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True
CONV-02807,chat,I need some help. Part of ORD-102668 was not included in the delivery. This is my first time dealing with this issue. Please let me know.,en,True
CONV-02808,web_form,I need some help. Has the refund for ORD-101190 been issued yet? Thank you.,en,True
CONV-02809,mobile_app,"Hi, I need the specifications before I decide whether to buy it. I placed the order earlier today. I’d like to resolve this today.",en,True
CONV-02810,email,"Quick question: The box arrived, but mug wasn't inside. I’m trying to sort this out before the end of the day. Any guidance would be helpful.",en,True
CONV-02811,email,Just checking — Has the refund for ORD-101125 been issued yet? I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True
CONV-02812,email,Please advise: I'm still waiting for the money from my return. Can you check? I noticed this while reviewing my recent activity. I'd appreciate your help.,en,True
CONV-02813,web_form,I’m contacting support because I need the specifications before I decide whether to buy it. I haven't changed anything on my account.,en,True
CONV-02814,web_form,I’m contacting support because Why was my subscription charged this month? Thank you.,en,True
CONV-02815,chat,Just checking — There are changes in my profile that I didn't make. I placed the order earlier today. Any guidance would be helpful.,en,True
CONV-02816,chat,Please advise: What steps do I need to follow to return this product? I placed the order earlier today. I'd appreciate your help.,en,True
CONV-02817,chat,"Hi, I think someone may have accessed my account. I noticed this while reviewing my recent activity. Any guidance would be helpful.",en,True
CONV-02818,chat,"Hello, I received the package, but one of the products is absent. Please let me know.",en,True
CONV-02819,email,Please advise: Why are there duplicate transactions for one order? I placed the order earlier today. Thanks.,en,True
CONV-02820,chat,Just checking — Where is ORD-104790 right now? I noticed this while reviewing my recent activity. I'd appreciate your help.,en,True
CONV-02821,chat,Could you help me? I no longer want this order. Is cancellation still possible? I noticed this while reviewing my recent activity. I'd appreciate your help.,en,True
CONV-02822,web_form,Just checking — There are changes in my profile that I didn't make. I placed the order earlier today. I'd appreciate your help.,en,True
CONV-02823,mobile_app,I’m contacting support because Could you tell me the current location or transit stage of my parcel? I haven't changed anything on my account. Can you check?,en,True
CONV-02824,chat,"Hello, I entered the wrong delivery address. Can it be corrected? I haven't changed anything on my account. Please let me know.",en,True
CONV-02825,web_form,"Hi, ORD-100440 was due on Friday, but it still hasn't arrived. I noticed this while reviewing my recent activity. I'd appreciate your help.",en,True
CONV-02826,email,"Hello, Can you show me the latest tracking update for my shipment? This is my first time dealing with this issue. Please let me know.",en,True
CONV-02827,chat,I need some help. Has the refund for ORD-101100 been issued yet?,en,True
CONV-02828,web_form,I’m contacting support because Why was my subscription charged this month? Thank you.,en,True
CONV-02829,web_form,I’m contacting support because Where can I request a password reset? I haven't changed anything on my account. Please let me know.,en,True
CONV-02830,email,Just checking — I’m planning around the delivery. When is it expected? I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True
CONV-02831,web_form,I need some help. It looks like I was billed twice for ORD-101546. I haven't changed anything on my account.,en,True
CONV-02832,web_form,Please advise: Can you show me the latest tracking update for my shipment? I placed the order earlier today. Any guidance would be helpful.,en,True
CONV-02833,chat,I need some help. Can I change the shipping address for ORD-103560? I haven't changed anything on my account. Please let me know.,en,True
CONV-02834,chat,Quick question: Please stop my recurring membership. I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True
CONV-02835,email,Please advise: I entered the wrong delivery address. Can it be corrected? I placed the order earlier today. Any guidance would be helpful.,en,True
CONV-02836,web_form,"Hello, When should ORD-100630 arrive? This is my first time dealing with this issue.",en,True
CONV-02837,chat,I wanted to check whether Can you give me an ETA for this shipment? This is my first time dealing with this issue. Thank you.,en,True
CONV-02838,email,"Hi, When should the refund appear in my account? I placed the order earlier today. I'd appreciate your help.",en,True
CONV-02839,chat,Please advise: My parcel is 5 days late. Can you investigate? I noticed this while reviewing my recent activity. Thanks.,en,True
CONV-02840,chat,I wanted to check whether I think I was charged more than once for a single checkout. Please let me know.,en,True
CONV-02841,web_form,I need some help. I can't recall my password and need to change it. This is my first time dealing with this issue. Please let me know.,en,True
CONV-02842,mobile_app,Just checking — What exactly is included with this item? I’m trying to sort this out before the end of the day. I'd appreciate your help.,en,True
CONV-02843,web_form,I’m contacting support because Where can I request a password reset? This is my first time dealing with this issue. Thank you.,en,True
CONV-02844,chat,"Hi, Checkout keeps rejecting my payment. I noticed this while reviewing my recent activity. Thanks.",en,True
CONV-02845,mobile_app,"Hello, Could you help me end my recurring plan? This is my first time dealing with this issue. Can you check?",en,True
CONV-02846,email,Please advise: I entered the wrong delivery address. Can it be corrected? I placed the order earlier today. Any guidance would be helpful.,en,True
CONV-02847,web_form,I need some help. Part of ORD-102578 was not included in the delivery. This is my first time dealing with this issue. Can you check?,en,True
CONV-02848,mobile_app,I wanted to check whether Please stop my recurring membership. Can you check?,en,True
CONV-02849,email,Please advise: Would you mind checking the latest status of ORD-100049? I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True
CONV-02850,mobile_app,I need some help. The discount isn't being applied even though I entered the code. I haven't changed anything on my account. Please let me know.,en,True
CONV-02851,web_form,Could you help me? Something about my account activity looks suspicious. I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True
CONV-02852,chat,Please advise: What steps do I need to follow to return this product? I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True
CONV-02853,chat,Could you tell me the current status of my refund? This is my first time dealing with this issue. Can you check?,en,True
CONV-02854,mobile_app,Just checking — I’m planning around the delivery. When is it expected? I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True
CONV-02855,email,Could you help me? Please update the destination before the order ships. I placed the order earlier today. Any guidance would be helpful.,en,True
CONV-02856,mobile_app,"Quick question: The box arrived, but headphones wasn't inside. I’m trying to sort this out before the end of the day. I’d like to resolve this today.",en,True
CONV-02857,mobile_app,I wanted to check whether I want to track the package that was just dispatched. This is my first time dealing with this issue.,en,True
CONV-02858,chat,I’m contacting support because I see two charges for the same purchase. I haven't changed anything on my account. Thank you.,en,True
CONV-02859,chat,I need some help. It looks like I was billed twice for ORD-101656. Please let me know.,en,True
CONV-02860,mobile_app,I need some help. The item I received isn't the one I ordered. I haven't changed anything on my account. Please let me know.,en,True
CONV-02861,chat,I’m contacting support because How do I change the address attached to my order? I haven't changed anything on my account. Thank you.,en,True
CONV-02862,email,Quick question: I have a question about the charge on my recurring plan. I noticed this while reviewing my recent activity. I'd appreciate your help.,en,True
CONV-02863,chat,"Hi, Could you tell me the current location or transit stage of my parcel? I’m trying to sort this out before the end of the day. I'd appreciate your help.",en,True
CONV-02864,mobile_app,Something about my account activity looks suspicious. I haven't changed anything on my account. Please let me know.,en,True
CONV-02865,web_form,Could you help me? Why is the coupon being rejected at checkout? I placed the order earlier today. I’d like to resolve this today.,en,True
CONV-02866,mobile_app,I wanted to check whether I noticed a login I don't recognize. Thank you.,en,True
CONV-02867,email,"Hello, Can you show me the latest tracking update for my shipment? Please let me know.",en,True
CONV-02868,web_form,I need some help. Can you explain the latest recurring charge? This is my first time dealing with this issue. Please let me know.,en,True
CONV-02869,web_form,"I wanted to check whether The box arrived, but case wasn't inside.",en,True
CONV-02870,mobile_app,My payment is being declined at checkout. I haven't changed anything on my account. Thank you.,en,True
CONV-02871,email,I want to cancel my subscription. I haven't changed anything on my account. Please let me know.,en,True
CONV-02872,email,"Hello, I can't finish the purchase because the payment isn't accepted.",en,True
CONV-02873,mobile_app,Just checking — Has the refund for ORD-101195 been issued yet? I placed the order earlier today. Thanks.,en,True
CONV-02874,web_form,Just checking — Why does the payment fail whenever I try to complete the order? I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True
CONV-02875,web_form,Please advise: Could you help me end my recurring plan? I placed the order earlier today. Any guidance would be helpful.,en,True
CONV-02876,chat,"Hi, I'd like to withdraw this purchase if it hasn't shipped. I placed the order earlier today. I’d like to resolve this today.",en,True
CONV-02877,email,My payment is being declined at checkout. I haven't changed anything on my account. Can you check?,en,True
CONV-02878,mobile_app,I need some help. Where is ORD-104965 right now? I haven't changed anything on my account. Can you check?,en,True
CONV-02879,mobile_app,Could you help me? I’m checking on ORD-100035. Could you tell me its current status? I placed the order earlier today. Any guidance would be helpful.,en,True
CONV-02880,email,Please advise: I entered the wrong delivery address. Can it be corrected? I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True
CONV-02881,mobile_app,I need some help. The item I received isn't the one I ordered. This is my first time dealing with this issue. Please let me know.,en,True
CONV-02882,web_form,"Hello, Does this product come with the accessories shown? I haven't changed anything on my account.",en,True
CONV-02883,email,I’m contacting support because Something different was packed instead of what I purchased. I haven't changed anything on my account. Can you check?,en,True
CONV-02884,web_form,I’m contacting support because I opened the package and found the product broken. Please let me know.,en,True
CONV-02885,email,I’m contacting support because How can I prevent the plan from renewing? This is my first time dealing with this issue. Thank you.,en,True
CONV-02886,chat,"Quick question: I have tried several times, but the transaction won't go through. I’m trying to sort this out before the end of the day. Thanks.",en,True
CONV-02887,mobile_app,I wanted to check whether The promised delivery window is over for ORD-100349. This is my first time dealing with this issue. Thank you.,en,True
CONV-02888,email,Just checking — There is visible damage on the item I received. I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True
CONV-02889,mobile_app,"Quick question: The box arrived, but notebook wasn't inside. I’m trying to sort this out before the end of the day. I'd appreciate your help.",en,True
CONV-02890,chat,I wanted to check whether Can you tell me more about this product's features? Thank you.,en,True
CONV-02891,email,I’m contacting support because How can I prevent the plan from renewing? I haven't changed anything on my account. Thank you.,en,True
CONV-02892,email,Just checking — It looks like I was billed twice for ORD-101681. I’m trying to sort this out before the end of the day. Thanks.,en,True
CONV-02893,chat,"Hi, Could you tell me the current location or transit stage of my parcel? I placed the order earlier today. I’d like to resolve this today.",en,True
CONV-02894,email,I need some help. Why does the payment fail whenever I try to complete the order? This is my first time dealing with this issue. Can you check?,en,True
CONV-02895,mobile_app,"Hi, Where can I request a password reset? I noticed this while reviewing my recent activity. Thanks.",en,True
CONV-02896,mobile_app,Just checking — It looks like I was billed twice for ORD-101671. I noticed this while reviewing my recent activity. I'd appreciate your help.,en,True
CONV-02897,web_form,Quick question: Please stop my recurring membership. I placed the order earlier today. Thanks.,en,True
CONV-02898,mobile_app,"Hi, When should the refund appear in my account? I’m trying to sort this out before the end of the day. Thanks.",en,True
CONV-02899,chat,Could you help me? My account suddenly won't let me log in. I’m trying to sort this out before the end of the day. I'd appreciate your help.,en,True
CONV-02900,chat,"Hello, Why are there duplicate transactions for one order? Thank you.",en,True
CONV-02901,web_form,Quick question: Please stop my recurring membership. I placed the order earlier today. Thanks.,en,True
CONV-02902,web_form,Please advise: My parcel is 3 days late. Can you investigate? I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True
CONV-02903,web_form,I need some help. Can I change the shipping address for ORD-103610?,en,True
CONV-02904,web_form,Could you help me? I no longer want this order. Is cancellation still possible? I noticed this while reviewing my recent activity. Thanks.,en,True
CONV-02905,mobile_app,I’m contacting support because Checkout keeps rejecting my payment. Please let me know.,en,True
CONV-02906,mobile_app,"Hello, Can you cancel ORD-101825 for me? This is my first time dealing with this issue. Can you check?",en,True
CONV-02907,chat,"Hi, Could you explain the return process for this purchase? I noticed this while reviewing my recent activity. I’d like to resolve this today.",en,True
CONV-02908,mobile_app,I wanted to check whether The promised delivery window is over for ORD-100469. This is my first time dealing with this issue. Thank you.,en,True
CONV-02909,chat,I’m checking on ORD-100140. Could you tell me its current status? This is my first time dealing with this issue. Can you check?,en,True
CONV-02910,web_form,Please advise: What steps do I need to follow to return this product? I placed the order earlier today. Any guidance would be helpful.,en,True
CONV-02911,email,"I expected this shipment already, but it hasn't turned up.",en,True
CONV-02912,web_form,I’m checking on ORD-100050. Could you tell me its current status? This is my first time dealing with this issue. Thank you.,en,True
CONV-02913,web_form,I need some help. I’m planning around the delivery. When is it expected? This is my first time dealing with this issue. Can you check?,en,True
CONV-02914,mobile_app,I’m contacting support because Could you tell me the current location or transit stage of my parcel?,en,True
CONV-02915,web_form,"Hi, I can't sign in to my account. I’m trying to sort this out before the end of the day. Thanks.",en,True
CONV-02916,chat,Please advise: My package contains a different product. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,en,True
CONV-02917,mobile_app,I wanted to check whether I want to track the package that was just dispatched. This is my first time dealing with this issue. Can you check?,en,True
CONV-02918,email,I need some help. The discount isn't being applied even though I entered the code. This is my first time dealing with this issue.,en,True
CONV-02919,chat,I’m contacting support because I need the specifications before I decide whether to buy it. Please let me know.,en,True
CONV-02920,mobile_app,Please advise: I forgot my password. How can I reset it? I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True
CONV-02921,web_form,"I wanted to check whether The box arrived, but shirt wasn't inside. Can you check?",en,True
CONV-02922,chat,Just checking — The delivery date for ORD-100406 has passed and I'm still waiting. I placed the order earlier today. Any guidance would be helpful.,en,True
CONV-02923,chat,I’m contacting support because How do I change the address attached to my order? Thank you.,en,True
CONV-02924,chat,I’m contacting support because When should the refund appear in my account?,en,True
CONV-02925,email,I’m contacting support because How can I prevent the plan from renewing? I haven't changed anything on my account. Please let me know.,en,True
CONV-02926,chat,Quick question: I want to return ORD-100890. How do I start? I placed the order earlier today. I’d like to resolve this today.,en,True
CONV-02927,email,"Hello, My package contains a different product. This is my first time dealing with this issue.",en,True
CONV-02928,email,Could you help me? One product from my order is missing. I placed the order earlier today. Any guidance would be helpful.,en,True
CONV-02929,mobile_app,I wanted to check whether I want to track the package that was just dispatched. I haven't changed anything on my account.,en,True
CONV-02930,chat,Just checking — The item I received isn't the one I ordered. I placed the order earlier today. Any guidance would be helpful.,en,True
CONV-02931,web_form,Could you help me? I want to cancel my subscription. I’m trying to sort this out before the end of the day. Thanks.,en,True
CONV-02932,web_form,I’m contacting support because Can you see what stage ORD-100042 is at right now? Thank you.,en,True
CONV-02933,chat,"Hi, I can't sign in to my account. I noticed this while reviewing my recent activity. I'd appreciate your help.",en,True
CONV-02934,mobile_app,I want to cancel my subscription. This is my first time dealing with this issue.,en,True
CONV-02935,email,"I expected this shipment already, but it hasn't turned up. I haven't changed anything on my account. Can you check?",en,True
CONV-02936,email,Please advise: Does this product come with the accessories shown? I’m trying to sort this out before the end of the day. Any guidance would be helpful.,en,True
CONV-02937,mobile_app,Could you help me? Please update the destination before the order ships. I placed the order earlier today. I’d like to resolve this today.,en,True
CONV-02938,chat,I need some help. I’m planning around the delivery. When is it expected? Thank you.,en,True
CONV-02939,email,Could you help me? Could you tell me the current status of my refund? I placed the order earlier today. I'd appreciate your help.,en,True
CONV-02940,chat,"I wanted to check whether The box arrived, but charger wasn't inside. I haven't changed anything on my account. Please let me know.",en,True
CONV-02941,email,I wanted to check whether Please stop ORD-101947 before it is dispatched. I haven't changed anything on my account. Please let me know.,en,True
CONV-02942,email,"Quick question: The box arrived, but cable wasn't inside. I noticed this while reviewing my recent activity. Thanks.",en,True
CONV-02943,mobile_app,I need some help. Why does the payment fail whenever I try to complete the order? This is my first time dealing with this issue. Thank you.,en,True
CONV-02944,email,"Hello, I received a security alert for an unfamiliar sign-in. I haven't changed anything on my account. Can you check?",en,True
CONV-02945,chat,I need some help. Can I change the shipping address for ORD-103520? Please let me know.,en,True
CONV-02946,chat,I need some help. There is visible damage on the item I received. I haven't changed anything on my account. Can you check?,en,True
CONV-02947,web_form,"Hello, I'm still waiting for the money from my return. Can you check? I haven't changed anything on my account. Please let me know.",en,True
CONV-02948,mobile_app,I’m contacting support because Could you explain the return process for this purchase? I haven't changed anything on my account.,en,True
CONV-02949,mobile_app,I wanted to check whether I keep getting rejected when I try to sign in. This is my first time dealing with this issue.,en,True
CONV-02950,web_form,I need some help. I can't recall my password and need to change it. This is my first time dealing with this issue. Thank you.,en,True
CONV-02951,email,"Could you help me? My delivery arrived, but the item inside is damaged. I’m trying to sort this out before the end of the day. I’d like to resolve this today.",en,True
CONV-02952,email,"Could you help me? My delivery arrived, but the item inside is damaged. I noticed this while reviewing my recent activity. I'd appreciate your help.",en,True
CONV-02953,email,"Hello, I received a security alert for an unfamiliar sign-in. Can you check?",en,True
CONV-02954,chat,Quick question: The delivered item doesn't match my order. I’m trying to sort this out before the end of the day. Thanks.,en,True
CONV-02955,web_form,Just checking — I don't want the subscription to continue after this billing period. I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True
CONV-02956,web_form,Quick question: The promised delivery window is over for ORD-100304. I placed the order earlier today. I'd appreciate your help.,en,True
CONV-02957,web_form,Could you help me? My payment is being declined at checkout. I placed the order earlier today. I’d like to resolve this today.,en,True
CONV-02958,web_form,"Quick question: I have tried several times, but the transaction won't go through. I’m trying to sort this out before the end of the day. I’d like to resolve this today.",en,True
CONV-02959,chat,I’m contacting support because My multi-item order is incomplete. I haven't changed anything on my account. Please let me know.,en,True
CONV-02960,email,I’m contacting support because I can't sign in to my account. Thank you.,en,True
CONV-02961,web_form,"Hi, Could you explain the return process for this purchase? I’m trying to sort this out before the end of the day. Any guidance would be helpful.",en,True
CONV-02962,web_form,"Hello, I don't recognize the amount billed for my membership. I haven't changed anything on my account. Please let me know.",en,True
CONV-02963,email,Please advise: I entered the wrong delivery address. Can it be corrected? I noticed this while reviewing my recent activity. Thanks.,en,True
CONV-02964,web_form,Please advise: I'm locked out of my account and need access. I placed the order earlier today. Any guidance would be helpful.,en,True
CONV-02965,chat,I wanted to check whether I think I was charged more than once for a single checkout. I haven't changed anything on my account. Please let me know.,en,True
CONV-02966,mobile_app,I’m contacting support because How can I prevent the plan from renewing?,en,True
CONV-02967,mobile_app,I’m contacting support because Could you explain the return process for this purchase? This is my first time dealing with this issue. Can you check?,en,True
CONV-02968,web_form,Please advise: Could you help me end my recurring plan? I’m trying to sort this out before the end of the day. Thanks.,en,True
